SP_21.csv,SP_22.csv,SP_23.csv,SP_24.csv,SP_25.csv,SP_26.csv,SP_27.csv,SP_28.csv,SP_29.csv,SP_30.csv,SP_31.csv,SP_32.csv,SP_33.csv,SP_34.csv,SP_35.csv,SP_36.csv,SP_37.csv,SP_38.csv,SP_39.csv
2537.0000,2326.5000,2199.5000,2155.0000,2069.5000,2002.0000,1623.0000,1398.0000,1377.5000,1703.0000,1592.5000,1274.5000,1112.0000,1104.0000,1238.0000,1079.0000,1824.5000,1719.0000,1747.0000
2541.0000,2318.0000,2246.5000,2204.5000,2042.0000,2049.5000,1606.0000,1371.5000,1356.5000,1718.5000,1590.5000,1294.0000,1111.5000,1117.5000,1249.0000,1038.0000,1869.0000,1787.5000,1744.0000
2619.5000,2402.0000,2287.0000,2234.0000,2137.0000,2085.0000,1671.5000,1445.5000,1365.5000,1774.0000,1634.5000,1315.5000,1209.5000,1146.0000,1286.5000,1108.0000,1922.5000,1832.0000,1825.0000
2693.5000,2532.5000,2385.5000,2373.0000,2239.5000,2140.5000,1677.5000,1510.5000,1463.5000,1870.0000,1675.0000,1390.5000,1243.5000,1165.5000,1353.0000,1181.5000,2023.0000,1909.5000,1882.0000
2880.0000,2637.0000,2444.5000,2437.0000,2362.0000,2261.5000,1750.0000,1540.0000,1482.5000,1921.0000,1777.5000,1420.5000,1260.5000,1269.0000,1388.0000,1203.0000,2066.5000,1998.5000,1962.0000
2913.5000,2699.5000,2502.5000,2552.5000,2396.5000,2359.0000,1808.5000,1561.0000,1526.5000,1994.5000,1841.0000,1478.0000,1327.0000,1291.0000,1428.0000,1264.5000,2156.5000,2049.5000,2042.0000
3065.0000,2839.5000,2664.0000,2627.5000,2505.0000,2459.0000,1854.0000,1660.5000,1609.5000,2104.0000,1932.5000,1515.5000,1375.5000,1363.5000,1524.0000,1343.0000,2188.0000,2157.0000,2141.5000
3206.0000,2945.0000,2852.0000,2719.5000,2604.0000,2560.5000,1955.5000,1754.5000,1657.0000,2191.0000,2019.0000,1608.0000,1422.5000,1416.0000,1569.0000,1395.5000,2346.0000,2285.5000,2219.0000
3322.0000,3066.0000,2932.5000,2888.0000,2735.0000,2680.0000,2031.0000,1827.5000,1746.5000,2274.5000,2150.5000,1670.0000,1490.0000,1495.5000,1648.5000,1497.0000,2468.5000,2369.5000,2349.5000
3517.0000,3200.0000,3087.0000,3011.0000,2857.5000,2785.5000,2111.5000,1842.5000,1794.5000,2341.5000,2199.5000,1729.0000,1564.0000,1555.5000,1677.0000,1502.5000,2601.0000,2463.0000,2442.0000
3715.5000,3367.5000,3217.0000,3227.5000,3012.0000,2987.5000,2190.0000,2026.0000,1957.5000,2482.0000,2334.0000,1855.5000,1663.5000,1652.5000,1800.0000,1624.0000,2736.0000,2620.0000,2607.5000
3930.5000,3615.5000,3465.0000,3415.5000,3209.5000,3145.0000,2365.5000,2135.0000,2101.5000,2664.5000,2515.5000,1942.5000,1794.0000,1775.5000,1847.0000,1712.5000,2908.0000,2843.5000,2758.0000
4180.0000,3836.0000,3646.5000,3564.5000,3446.0000,3388.0000,2501.5000,2229.0000,2208.5000,2817.5000,2624.5000,2044.5000,1890.5000,1914.5000,2015.5000,1814.0000,3135.5000,3021.0000,2954.5000
4416.0000,4053.0000,3895.0000,3811.0000,3662.0000,3500.0000,2599.5000,2413.5000,2299.5000,2966.0000,2786.5000,2197.0000,2014.0000,1981.0000,2076.5000,1906.5000,3250.0000,3120.0000,3171.0000
4724.5000,4357.5000,4157.0000,4087.0000,3916.0000,3850.5000,2794.0000,2544.0000,2472.0000,3190.5000,2980.0000,2327.5000,2162.0000,2106.5000,2237.5000,2071.5000,3550.0000,3385.0000,3347.0000
5085.0000,4652.0000,4438.0000,4399.5000,4210.0000,4060.5000,2949.0000,2748.0000,2660.0000,3401.0000,3303.5000,2482.0000,2342.5000,2310.5000,2413.5000,2199.5000,3783.5000,3603.5000,3636.5000
5463.0000,4936.0000,4646.5000,4642.5000,4458.5000,4437.5000,3160.0000,2903.5000,2825.0000,3654.0000,3452.5000,2650.5000,2487.0000,2475.0000,2562.0000,2317.5000,3998.5000,3879.5000,3857.5000
5790.5000,5342.0000,5061.5000,4954.5000,4735.0000,4645.5000,3359.0000,3067.0000,3019.0000,3871.0000,3640.5000,2830.5000,2665.0000,2593.0000,2676.5000,2578.5000,4245.0000,4137.5000,4070.5000
6109.5000,5621.5000,5386.5000,5317.5000,5084.0000,4961.0000,3617.0000,3317.0000,3271.5000,4149.5000,3955.5000,3038.5000,2831.0000,2786.5000,2911.5000,2689.5000,4534.5000,4402.0000,4351.0000
6453.5000,5963.5000,5711.5000,5564.0000,5340.5000,5260.0000,3801.5000,3515.0000,3401.0000,4367.5000,4184.0000,3173.5000,3021.5000,2978.0000,3019.0000,2883.5000,4756.5000,4659.0000,4591.0000
6720.5000,6229.5000,5899.0000,5768.0000,5577.5000,5394.5000,3928.5000,3682.0000,3581.0000,4565.5000,4336.5000,3332.0000,3106.0000,3080.0000,3170.5000,2980.5000,4962.0000,4804.0000,4733.0000
7050.0000,6492.0000,6111.5000,6008.0000,5825.5000,5649.0000,4159.5000,3787.0000,3735.5000,4805.5000,4539.5000,3493.5000,3252.0000,3232.0000,3312.5000,3135.5000,5125.5000,5040.5000,5000.5000
7218.0000,6624.0000,6373.5000,6232.0000,5950.0000,5845.0000,4259.0000,3955.5000,3870.5000,4813.5000,4688.0000,3569.0000,3349.0000,3332.5000,3415.0000,3202.5000,5290.0000,5133.0000,5078.0000
7340.5000,6760.0000,6427.0000,6332.5000,6112.5000,5950.0000,4304.5000,3947.5000,3918.5000,5005.0000,4745.0000,3622.0000,3406.0000,3371.0000,3436.5000,3309.5000,5410.5000,5223.5000,5203.0000
7386.0000,6760.5000,6482.5000,6340.5000,6129.0000,6033.5000,4346.0000,4043.5000,3930.5000,5027.5000,4752.5000,3630.0000,3398.5000,3405.0000,3488.0000,3307.5000,5391.5000,5261.5000,5232.5000
7274.0000,6695.0000,6334.0000,6311.5000,6084.0000,5934.5000,4318.5000,4028.5000,3837.0000,4953.0000,4765.0000,3612.0000,3411.5000,3348.0000,3470.0000,3254.5000,5342.0000,5221.0000,5197.0000
7227.5000,6613.5000,6373.5000,6204.0000,5980.0000,5842.5000,4240.5000,4000.5000,3823.5000,4850.5000,4644.0000,3569.0000,3386.5000,3311.0000,3461.0000,3238.5000,5247.5000,5120.0000,5082.5000
7020.5000,6477.0000,6182.5000,6036.5000,5777.0000,5690.5000,4079.0000,3845.0000,3700.5000,4727.0000,4523.5000,3487.5000,3244.0000,3228.5000,3333.0000,3069.0000,5109.0000,4972.5000,4936.5000
6800.5000,6275.0000,5986.0000,5866.5000,5684.5000,5509.0000,4059.0000,3764.5000,3625.0000,4594.5000,4390.5000,3412.5000,3151.5000,3113.0000,3227.0000,3011.0000,4925.5000,4848.0000,4727.5000
6498.5000,5950.5000,5720.0000,5651.5000,5415.5000,5228.0000,3860.5000,3576.0000,3514.0000,4415.5000,4266.5000,3216.0000,3031.5000,3048.0000,3101.5000,2898.0000,4716.5000,4602.0000,4533.0000
6220.0000,5703.0000,5392.5000,5295.0000,5107.5000,4957.0000,3682.0000,3382.5000,3250.0000,4163.5000,3937.0000,3026.0000,2873.0000,2764.0000,2949.0000,2705.0000,4445.5000,4334.0000,4312.5000
5842.5000,5375.5000,5128.5000,5020.5000,4763.0000,4756.0000,3503.5000,3172.0000,3085.0000,3972.0000,3770.5000,2833.0000,2696.5000,2659.0000,2769.0000,2571.5000,4282.5000,4112.5000,4091.5000
5544.0000,5031.5000,4791.0000,4767.5000,4530.5000,4506.0000,3285.0000,3028.0000,2947.0000,3736.5000,3488.5000,2740.5000,2568.5000,2516.0000,2664.0000,2441.0000,4014.5000,3890.0000,3869.0000
5143.0000,4749.0000,4520.0000,4437.5000,4264.5000,4187.5000,3079.5000,2798.5000,2732.0000,3488.5000,3340.0000,2518.5000,2378.0000,2359.5000,2447.0000,2257.0000,3749.5000,3659.0000,3650.0000
4850.0000,4451.0000,4259.5000,4184.0000,3966.0000,3930.5000,2851.0000,2666.5000,2538.0000,3275.0000,3069.0000,2393.0000,2231.5000,2185.0000,2314.0000,2140.0000,3552.5000,3453.5000,3394.0000
4577.5000,4185.0000,4015.5000,3881.0000,3781.5000,3643.5000,2790.5000,2495.5000,2395.5000,3110.0000,2958.0000,2289.0000,2100.5000,2053.5000,2219.0000,2020.5000,3351.5000,3240.0000,3196.5000
4325.0000,3893.5000,3803.5000,3643.0000,3494.0000,3421.0000,2532.0000,2381.5000,2245.5000,2883.0000,2721.5000,2167.0000,1959.0000,1932.5000,2053.5000,1822.0000,3105.0000,3013.0000,2936.0000
4013.0000,3663.5000,3485.0000,3444.0000,3240.0000,3221.0000,2389.5000,2185.0000,2083.5000,2697.0000,2552.5000,2004.0000,1794.5000,1784.5000,1899.0000,1743.5000,2911.5000,2801.5000,2745.0000
3760.0000,3478.5000,3265.5000,3280.5000,3100.5000,3005.5000,2299.5000,2088.5000,2016.5000,2577.5000,2421.5000,1915.5000,1670.0000,1670.0000,1804.5000,1652.5000,2704.0000,2613.0000,2641.0000
3630.0000,3297.0000,3093.0000,3086.0000,2855.0000,2826.5000,2168.5000,1945.0000,1891.0000,2401.0000,2258.0000,1817.5000,1580.0000,1595.0000,1736.0000,1533.5000,2656.0000,2465.5000,2420.5000
3398.5000,3126.5000,2956.0000,2903.0000,2791.5000,2704.0000,2026.5000,1848.0000,1778.0000,2275.5000,2081.5000,1669.5000,1465.5000,1480.5000,1579.0000,1445.0000,2452.0000,2364.5000,2328.5000
3193.5000,2930.5000,2752.5000,2758.5000,2595.0000,2559.0000,1986.0000,1726.5000,1644.5000,2165.5000,1971.0000,1590.5000,1423.0000,1416.5000,1540.5000,1350.5000,2320.0000,2218.5000,2200.0000
3096.5000,2849.5000,2649.0000,2633.0000,2452.5000,2445.0000,1888.0000,1672.0000,1623.0000,2079.0000,1919.0000,1552.0000,1382.5000,1341.5000,1480.5000,1303.0000,2262.5000,2152.5000,2104.5000
2955.5000,2726.0000,2541.5000,2512.0000,2402.5000,2333.0000,1813.0000,1600.5000,1548.5000,2004.5000,1841.5000,1496.5000,1311.5000,1330.5000,1424.5000,1211.0000,2135.5000,2057.0000,2031.5000
2846.0000,2603.5000,2434.5000,2409.0000,2319.0000,2277.0000,1743.0000,1557.0000,1481.5000,1912.5000,1796.5000,1430.5000,1284.0000,1249.5000,1347.5000,1190.5000,2074.5000,1999.0000,1945.5000
2701.0000,2490.5000,2368.5000,2362.0000,2219.0000,2118.5000,1673.5000,1427.0000,1436.0000,1851.0000,1639.0000,1353.5000,1193.0000,1163.0000,1335.0000,1160.5000,1950.5000,1890.0000,1866.0000
2647.0000,2449.0000,2345.0000,2273.0000,2144.5000,2093.5000,1651.5000,1394.5000,1426.5000,1804.0000,1635.5000,1315.5000,1182.0000,1145.5000,1257.0000,1133.0000,1911.5000,1824.0000,1824.0000
2599.5000,2348.0000,2188.5000,2217.5000,2033.5000,1999.0000,1562.5000,1380.5000,1350.0000,1758.5000,1585.5000,1282.0000,1147.0000,1096.5000,1233.0000,1056.5000,1855.0000,1796.0000,1739.5000
2487.5000,2212.5000,2112.5000,2120.0000,2041.5000,1954.5000,1543.5000,1305.5000,1260.0000,1701.0000,1515.5000,1240.5000,1097.5000,1111.0000,1171.5000,1074.0000,1775.5000,1706.0000,1677.0000
2421.0000,2235.5000,2066.0000,2058.5000,1916.5000,1894.5000,1506.0000,1305.5000,1269.5000,1634.5000,1486.0000,1219.5000,1065.0000,1056.0000,1180.0000,1023.0000,1750.5000,1664.0000,1620.5000
2346.0000,2145.5000,2029.5000,2025.5000,1902.5000,1877.0000,1482.0000,1229.5000,1233.0000,1553.5000,1461.5000,1167.0000,1005.5000,1009.5000,1140.0000,968.5000,1683.5000,1650.5000,1586.5000
2264.0000,2035.0000,1925.0000,1934.0000,1811.5000,1776.0000,1382.5000,1220.0000,1158.0000,1558.5000,1400.0000,1125.0000,971.5000,982.5000,1084.5000,915.0000,1637.0000,1557.5000,1583.0000
2269.5000,2032.5000,1988.5000,1903.5000,1835.0000,1792.5000,1432.5000,1232.0000,1211.0000,1544.0000,1346.0000,1139.5000,1012.0000,999.0000,1098.5000,978.5000,1650.0000,1566.5000,1555.0000
2219.5000,2022.5000,1927.5000,1906.0000,1752.5000,1755.5000,1353.0000,1195.5000,1135.0000,1524.5000,1344.0000,1129.5000,986.5000,956.5000,1076.5000,921.0000,1625.0000,1557.0000,1499.0000
2181.0000,1996.0000,1859.0000,1873.0000,1744.0000,1762.5000,1386.5000,1208.5000,1144.0000,1503.0000,1347.0000,1138.0000,921.5000,926.0000,1047.5000,864.0000,1576.0000,1498.0000,1529.0000
2164.5000,1984.5000,1837.5000,1867.5000,1751.5000,1725.0000,1346.0000,1129.0000,1156.5000,1477.5000,1358.0000,1139.0000,947.5000,903.0000,1064.5000,910.0000,1563.0000,1474.0000,1484.0000
2162.5000,1936.0000,1863.0000,1871.0000,1714.5000,1690.5000,1347.5000,1133.0000,1105.5000,1438.5000,1281.5000,1085.5000,962.5000,937.5000,1055.0000,903.0000,1551.5000,1498.0000,1464.5000
2117.0000,1917.5000,1826.0000,1785.5000,1712.0000,1641.5000,1332.0000,1126.0000,1120.5000,1461.0000,1281.0000,1078.5000,953.0000,908.0000,1036.5000,886.5000,1556.0000,1458.5000,1429.5000
2081.5000,1891.5000,1790.5000,1791.5000,1664.0000,1654.0000,1294.0000,1111.5000,1078.5000,1438.0000,1238.5000,1094.5000,888.0000,902.5000,1026.0000,900.0000,1506.5000,1459.0000,1450.5000
2045.5000,1840.5000,1753.0000,1740.0000,1657.0000,1601.0000,1246.0000,1098.0000,1041.0000,1374.5000,1239.0000,1060.0000,925.0000,869.5000,1006.5000,860.0000,1502.5000,1376.0000,1369.5000
1978.5000,1867.5000,1719.0000,1735.0000,1631.5000,1604.0000,1293.0000,1105.0000,1026.5000,1367.5000,1230.5000,1026.5000,863.5000,886.0000,999.0000,862.5000,1482.5000,1401.5000,1381.0000
2014.0000,1857.0000,1721.5000,1757.5000,1578.0000,1577.5000,1245.5000,1077.5000,1074.0000,1378.5000,1233.0000,1026.0000,842.5000,868.5000,994.0000,857.0000,1485.5000,1394.0000,1375.0000
1935.0000,1786.0000,1669.5000,1668.0000,1536.5000,1585.0000,1216.5000,1033.5000,1048.5000,1300.0000,1169.0000,1027.0000,843.0000,850.5000,948.0000,810.5000,1428.0000,1350.5000,1356.5000
1901.0000,1763.0000,1640.5000,1670.0000,1519.0000,1544.5000,1229.5000,1015.5000,973.0000,1295.5000,1146.0000,986.5000,833.0000,841.0000,979.5000,808.5000,1396.0000,1333.5000,1328.0000
1878.0000,1760.0000,1667.5000,1675.5000,1505.0000,1501.0000,1208.0000,1026.5000,984.5000,1334.0000,1174.0000,984.0000,811.0000,820.5000,950.0000,829.5000,1393.5000,1328.0000,1303.5000
1881.5000,1642.5000,1592.0000,1603.0000,1455.0000,1409.5000,1179.0000,1021.5000,963.0000,1278.0000,1082.5000,957.5000,784.5000,793.0000,930.5000,758.5000,1341.5000,1249.0000,1267.5000
1774.0000,1607.5000,1516.5000,1564.0000,1414.0000,1439.0000,1158.0000,953.0000,905.0000,1171.5000,1103.5000,897.0000,769.5000,772.5000,898.5000,737.5000,1321.0000,1204.5000,1213.5000
1796.0000,1611.5000,1549.0000,1523.5000,1419.0000,1389.0000,1136.5000,947.5000,928.5000,1231.5000,1078.5000,939.0000,815.5000,784.0000,894.5000,767.5000,1303.5000,1215.5000,1206.0000
1784.5000,1634.5000,1517.5000,1517.0000,1431.0000,1411.5000,1136.5000,954.5000,952.5000,1228.5000,1108.5000,943.0000,745.5000,779.0000,899.0000,750.5000,1288.0000,1228.5000,1207.5000
1761.5000,1563.5000,1487.5000,1508.0000,1377.5000,1357.5000,1131.0000,921.0000,879.5000,1168.0000,1015.5000,900.5000,767.0000,727.0000,861.5000,708.0000,1241.0000,1166.0000,1180.0000
1670.0000,1523.5000,1446.5000,1473.0000,1353.0000,1350.5000,1085.0000,891.0000,868.5000,1134.5000,1022.0000,882.0000,768.5000,700.0000,857.0000,714.5000,1281.0000,1166.5000,1133.5000
1665.5000,1515.0000,1438.0000,1470.5000,1366.5000,1282.0000,1084.0000,898.5000,837.0000,1161.0000,1003.5000,916.5000,738.5000,732.5000,854.0000,712.0000,1244.5000,1146.5000,1128.5000
1622.5000,1523.5000,1401.5000,1378.5000,1318.5000,1256.5000,1031.5000,873.0000,838.5000,1091.5000,970.0000,866.0000,694.5000,669.0000,822.0000,656.5000,1210.0000,1115.0000,1079.0000
1603.0000,1458.5000,1394.5000,1409.0000,1271.0000,1274.0000,1039.0000,844.0000,789.0000,1085.0000,972.0000,816.0000,700.5000,717.5000,799.0000,638.0000,1200.0000,1089.0000,1105.5000
1610.0000,1468.0000,1381.0000,1366.5000,1263.5000,1248.5000,1009.0000,806.0000,816.0000,1088.5000,982.0000,826.5000,697.5000,693.5000,788.5000,671.5000,1183.0000,1091.0000,1093.5000
1563.5000,1459.5000,1346.0000,1347.0000,1272.0000,1228.0000,993.0000,808.0000,807.5000,1095.0000,934.5000,806.0000,659.0000,678.5000,810.0000,653.5000,1149.0000,1042.0000,1089.5000
1520.5000,1414.0000,1310.0000,1313.0000,1214.0000,1208.5000,975.0000,812.0000,748.0000,1030.0000,879.0000,773.5000,635.5000,630.5000,748.5000,578.5000,1098.0000,1022.0000,1012.0000
1570.0000,1407.5000,1311.0000,1349.5000,1191.0000,1237.5000,1017.5000,814.0000,756.5000,1031.5000,944.0000,811.5000,659.5000,657.0000,741.0000,620.5000,1140.0000,1043.5000,1031.0000
1553.5000,1425.5000,1317.5000,1343.0000,1245.5000,1213.0000,969.0000,823.0000,829.5000,1054.0000,925.0000,811.5000,628.0000,662.0000,771.5000,625.5000,1121.5000,1078.0000,1056.0000
1534.5000,1407.0000,1307.0000,1333.5000,1186.0000,1205.0000,974.0000,808.5000,774.5000,1018.0000,907.0000,750.5000,627.0000,629.5000,777.0000,633.5000,1050.0000,1028.5000,1003.5000
1484.5000,1373.0000,1294.5000,1278.0000,1178.5000,1164.5000,958.5000,786.5000,765.5000,1036.0000,891.5000,780.0000,651.0000,627.5000,746.5000,615.5000,1089.5000,1034.0000,1002.0000
1524.5000,1395.0000,1299.5000,1335.0000,1241.0000,1219.0000,985.0000,775.0000,784.5000,1038.0000,921.0000,799.5000,676.0000,613.5000,742.5000,628.0000,1143.5000,1058.5000,1054.5000
1509.5000,1378.5000,1302.5000,1315.0000,1235.5000,1161.5000,973.0000,810.0000,743.0000,1036.5000,871.5000,782.0000,622.0000,609.0000,778.0000,607.0000,1110.5000,1027.0000,998.5000
1451.0000,1326.5000,1263.0000,1285.5000,1143.5000,1140.0000,937.5000,774.0000,725.5000,996.0000,887.0000,742.5000,622.0000,640.5000,744.5000,576.5000,1067.0000,1004.5000,978.5000
1443.0000,1309.0000,1272.5000,1255.5000,1118.5000,1123.5000,907.5000,750.0000,742.0000,985.0000,854.0000,758.5000,628.0000,612.0000,732.0000,557.5000,1048.5000,961.5000,982.5000
1446.0000,1359.5000,1285.5000,1284.5000,1161.5000,1174.0000,930.0000,746.0000,748.0000,1016.0000,876.0000,779.5000,628.0000,623.5000,765.5000,644.0000,1096.5000,998.5000,978.5000
1465.0000,1360.0000,1261.0000,1231.5000,1141.5000,1110.5000,912.5000,732.0000,715.0000,964.0000,870.5000,683.5000,596.0000,590.5000,709.0000,565.0000,1045.5000,973.0000,952.5000
1430.5000,1291.0000,1255.0000,1231.0000,1099.0000,1118.5000,927.0000,742.0000,686.0000,945.5000,879.5000,739.5000,578.0000,568.5000,700.5000,563.0000,1018.5000,956.0000,935.5000
1443.0000,1297.5000,1231.0000,1262.0000,1124.0000,1136.5000,893.0000,755.0000,728.0000,976.0000,822.5000,755.5000,594.0000,560.0000,719.0000,564.0000,1045.5000,956.0000,977.0000
1410.0000,1300.5000,1228.0000,1199.5000,1136.5000,1114.5000,942.0000,740.5000,715.5000,976.5000,859.5000,757.0000,595.0000,622.5000,742.5000,601.5000,1067.0000,979.0000,966.0000
1429.0000,1286.0000,1199.5000,1214.5000,1120.5000,1104.5000,876.0000,746.5000,739.5000,947.0000,858.0000,730.5000,574.0000,560.0000,709.5000,576.0000,1030.0000,973.5000,952.5000
1414.0000,1288.0000,1241.0000,1242.0000,1153.5000,1135.5000,904.5000,764.0000,738.0000,995.0000,863.5000,772.5000,606.5000,614.0000,736.5000,567.5000,1064.0000,981.0000,965.5000
1437.0000,1304.0000,1202.0000,1256.0000,1150.0000,1111.5000,915.5000,788.0000,758.5000,1008.0000,829.5000,742.0000,599.0000,602.0000,732.5000,606.0000,1028.0000,976.5000,978.5000
1372.5000,1298.0000,1241.5000,1235.0000,1123.0000,1072.5000,910.5000,746.0000,678.0000,950.0000,857.0000,695.0000,608.0000,565.5000,736.0000,550.5000,1057.0000,945.0000,950.5000
1417.0000,1319.0000,1217.0000,1211.0000,1103.5000,1088.0000,879.5000,743.0000,694.0000,956.0000,845.5000,772.0000,605.5000,583.5000,685.5000,577.5000,1025.5000,960.0000,961.0000
1376.0000,1284.5000,1179.5000,1201.0000,1105.5000,1092.0000,876.5000,713.0000,701.0000,940.0000,811.5000,706.5000,594.0000,587.0000,700.0000,574.5000,1004.0000,918.5000,906.0000
1386.0000,1294.0000,1189.0000,1198.0000,1076.5000,1074.5000,910.5000,739.0000,708.5000,941.5000,818.5000,707.0000,578.5000,587.5000,706.5000,567.0000,1015.5000,913.0000,925.5000
1337.0000,1245.0000,1186.5000,1173.5000,1065.5000,1062.0000,861.0000,719.0000,679.5000,920.0000,822.0000,706.0000,572.5000,539.0000,689.0000,532.5000,987.0000,927.5000,889.0000
1357.0000,1201.5000,1146.0000,1133.0000,1038.5000,1025.5000,837.0000,697.5000,674.0000,905.0000,755.0000,681.0000,524.0000,552.0000,644.0000,516.0000,973.5000,899.0000,873.0000
1331.5000,1254.0000,1165.0000,1186.5000,1082.5000,1085.5000,899.0000,708.0000,676.0000,955.0000,812.5000,698.0000,555.5000,559.5000,701.5000,550.5000,983.5000,907.5000,921.0000
1389.0000,1246.0000,1175.0000,1168.5000,1065.0000,1024.0000,867.0000,730.5000,705.0000,923.0000,804.5000,719.0000,581.5000,568.5000,719.0000,571.5000,1012.0000,873.5000,892.5000
1316.0000,1211.0000,1118.0000,1138.5000,1067.0000,1052.0000,861.5000,677.5000,697.0000,879.0000,786.5000,709.5000,541.5000,555.5000,639.5000,495.5000,958.0000,824.0000,888.5000
1293.0000,1180.5000,1108.5000,1114.5000,1067.5000,1006.0000,815.0000,650.0000,637.0000,914.0000,739.0000,655.5000,522.5000,519.5000,650.0000,511.5000,933.0000,858.5000,869.5000
1291.5000,1210.0000,1114.0000,1125.5000,1001.0000,1027.5000,847.0000,654.5000,624.0000,911.0000,763.5000,668.0000,541.0000,529.0000,663.0000,532.5000,918.0000,883.0000,843.0000
1243.5000,1166.5000,1087.5000,1066.0000,932.0000,970.0000,843.0000,648.0000,601.5000,839.5000,718.0000,651.0000,519.0000,499.0000,597.5000,483.5000,878.0000,804.0000,798.5000
1201.0000,1130.0000,1044.5000,1042.0000,982.5000,972.0000,775.0000,622.5000,573.5000,832.5000,710.0000,637.5000,487.0000,497.0000,614.0000,449.5000,848.0000,800.5000,776.5000
1246.0000,1170.0000,1043.5000,1094.5000,976.0000,970.0000,813.0000,645.0000,629.5000,855.5000,740.0000,643.5000,527.0000,484.0000,636.0000,505.0000,886.5000,834.0000,834.0000
1206.0000,1104.5000,1047.0000,1075.5000,952.5000,962.5000,773.5000,621.0000,596.5000,816.5000,729.0000,653.0000,509.0000,479.0000,635.0000,465.5000,840.0000,776.0000,790.5000
1187.5000,1084.5000,1024.5000,1048.0000,958.0000,940.0000,755.0000,635.5000,596.0000,802.0000,703.0000,622.0000,485.0000,489.5000,607.5000,459.5000,869.0000,790.0000,763.5000
1186.0000,1078.0000,1008.0000,997.0000,937.5000,929.0000,813.5000,626.0000,572.0000,850.0000,679.5000,611.5000,496.5000,490.5000,596.0000,453.0000,824.0000,803.0000,764.0000
1145.5000,1064.0000,980.0000,1028.5000,898.5000,901.0000,773.0000,643.0000,583.5000,812.5000,703.0000,628.0000,500.5000,442.5000,605.0000,461.0000,848.5000,761.5000,763.0000
1144.0000,1027.0000,980.5000,1004.5000,885.5000,878.5000,769.0000,595.5000,572.5000,774.5000,643.0000,612.5000,446.5000,441.5000,581.5000,436.0000,796.0000,744.5000,721.0000
1107.0000,1011.0000,922.0000,939.5000,825.0000,861.5000,734.5000,572.5000,521.0000,745.0000,645.0000,560.0000,429.5000,446.0000,559.0000,436.0000,788.5000,707.5000,727.0000
1063.5000,967.5000,929.5000,950.5000,846.0000,846.5000,717.5000,548.0000,542.0000,742.0000,629.5000,576.0000,445.5000,443.5000,545.5000,410.0000,803.5000,702.5000,692.0000
1077.5000,1015.5000,942.0000,957.5000,842.0000,853.5000,702.5000,554.5000,555.0000,767.0000,639.5000,587.5000,419.0000,415.5000,548.5000,444.5000,761.0000,733.0000,704.5000
1050.0000,953.0000,896.0000,892.5000,826.5000,811.0000,690.0000,529.0000,534.5000,734.5000,581.0000,546.5000,415.0000,415.0000,529.0000,397.0000,745.5000,682.5000,680.5000
990.5000,954.0000,863.0000,878.0000,794.0000,791.0000,664.0000,531.5000,466.5000,722.5000,582.0000,495.0000,410.0000,398.5000,499.0000,394.0000,726.5000,635.0000,613.0000
1029.0000,949.0000,865.0000,914.0000,795.0000,754.0000,687.0000,518.0000,500.0000,700.0000,581.0000,556.0000,406.0000,395.0000,533.0000,417.0000,746.5000,663.5000,639.0000
995.0000,934.0000,867.0000,871.0000,814.0000,788.0000,659.0000,540.5000,513.0000,685.5000,585.5000,538.0000,373.0000,407.0000,526.5000,396.0000,706.5000,670.5000,642.5000
974.0000,889.0000,827.5000,841.0000,742.0000,758.0000,663.0000,488.0000,468.5000,678.5000,575.5000,517.0000,385.0000,361.5000,485.5000,331.0000,677.0000,626.5000,621.5000
983.0000,893.0000,837.0000,868.5000,753.5000,783.0000,652.5000,530.0000,508.5000,709.5000,594.5000,505.5000,408.5000,388.5000,515.0000,395.5000,691.5000,641.5000,637.0000
946.5000,905.0000,818.0000,849.0000,759.5000,713.5000,617.5000,510.5000,455.5000,683.0000,510.0000,508.0000,372.5000,363.5000,474.5000,339.5000,663.0000,591.5000,626.0000
967.0000,890.0000,776.5000,795.0000,749.0000,716.5000,637.5000,501.0000,481.0000,664.5000,517.0000,517.0000,355.0000,358.0000,500.0000,336.5000,679.5000,594.0000,596.5000
928.5000,835.5000,756.5000,798.0000,686.0000,695.5000,611.0000,463.0000,433.0000,628.5000,542.0000,491.0000,368.5000,379.0000,464.0000,329.0000,652.5000,576.0000,611.0000
927.5000,871.0000,811.5000,816.0000,702.0000,718.5000,609.0000,485.0000,449.5000,626.0000,540.0000,516.5000,340.0000,365.5000,497.0000,354.5000,643.0000,601.0000,603.5000
902.5000,861.0000,780.0000,795.0000,728.0000,727.0000,596.0000,445.5000,405.5000,635.0000,475.5000,486.0000,316.5000,349.0000,458.0000,333.5000,634.0000,581.5000,575.0000
880.5000,782.0000,734.0000,757.0000,673.0000,667.5000,606.5000,445.0000,427.0000,620.0000,499.0000,449.0000,322.0000,314.0000,457.5000,290.5000,623.5000,568.0000,546.0000
880.0000,773.5000,753.5000,770.5000,657.5000,660.5000,589.0000,431.0000,411.0000,564.5000,473.5000,438.5000,331.0000,315.0000,413.0000,302.5000,621.5000,551.5000,537.5000
878.0000,818.0000,724.5000,781.5000,700.5000,642.5000,565.0000,438.0000,402.5000,589.5000,471.5000,442.0000,299.5000,299.0000,471.5000,315.5000,601.0000,569.5000,565.0000
