SP_23.csv,SP_24.csv,SP_25.csv,SP_26.csv,SP_27.csv,SP_28.csv,SP_29.csv,SP_30.csv,SP_31.csv,SP_36.csv,SP_37.csv,SP_38.csv,SP_39.csv,SP_40.csv
4811.0000,4472.0000,5751.0000,5477.5000,4855.0000,4173.5000,4806.0000,4021.0000,4641.0000,7439.5000,7156.5000,7347.5000,7468.0000,6924.5000
4829.5000,4510.5000,5752.0000,5516.0000,4864.0000,4175.5000,4754.0000,4045.0000,4663.0000,7506.0000,7147.5000,7342.0000,7434.0000,6929.0000
4864.0000,4446.0000,5767.5000,5522.5000,4845.5000,4195.0000,4779.5000,4032.0000,4644.5000,7533.5000,7196.0000,7307.0000,7509.0000,6859.0000
4830.5000,4470.5000,5662.0000,5525.0000,4891.5000,4231.0000,4715.0000,4036.0000,4660.5000,7478.5000,7256.5000,7316.5000,7544.0000,6995.0000
4921.0000,4489.0000,5689.0000,5556.0000,4882.0000,4271.0000,4815.5000,4034.5000,4674.5000,7492.5000,7238.0000,7360.5000,7511.5000,6971.5000
4877.0000,4486.0000,5691.0000,5522.5000,4875.5000,4212.5000,4755.0000,4009.5000,4702.5000,7443.0000,7205.5000,7293.0000,7506.0000,6936.5000
4822.5000,4480.5000,5736.0000,5546.0000,4886.5000,4260.0000,4709.0000,4090.0000,4724.5000,7519.5000,7233.0000,7366.0000,7494.0000,6966.5000
4782.5000,4457.0000,5671.0000,5508.5000,4798.5000,4211.5000,4762.0000,4015.0000,4664.0000,7437.0000,7160.0000,7299.5000,7444.0000,6953.0000
4814.5000,4498.5000,5657.5000,5469.0000,4900.0000,4177.5000,4731.0000,3965.0000,4618.0000,7461.5000,7177.5000,7256.5000,7463.0000,6869.5000
4812.0000,4497.0000,5749.0000,5462.0000,4872.0000,4172.0000,4721.5000,4045.0000,4661.0000,7467.0000,7197.0000,7267.5000,7433.5000,6891.0000
4868.0000,4493.0000,5708.5000,5527.0000,4923.5000,4256.0000,4884.0000,4055.0000,4687.5000,7456.5000,7201.0000,7359.5000,7487.0000,6894.0000
4878.0000,4542.0000,5717.0000,5492.5000,4905.5000,4184.5000,4732.0000,4053.0000,4697.0000,7432.5000,7171.0000,7338.5000,7518.5000,6879.0000
4801.5000,4512.0000,5695.5000,5520.5000,4841.5000,4182.5000,4793.0000,4067.5000,4685.0000,7467.0000,7138.0000,7287.5000,7505.0000,6904.5000
4848.0000,4493.0000,5693.0000,5520.0000,4878.0000,4211.5000,4777.0000,4010.0000,4619.5000,7497.5000,7199.0000,7325.0000,7535.5000,6946.5000
4878.5000,4505.0000,5746.5000,5610.5000,4875.5000,4272.0000,4785.5000,4025.0000,4699.0000,7440.5000,7223.5000,7360.5000,7484.0000,6892.0000
4891.0000,4553.5000,5692.5000,5550.5000,4952.5000,4274.5000,4813.5000,4015.5000,4688.0000,7531.5000,7221.0000,7365.5000,7485.5000,6987.5000
4892.5000,4521.5000,5744.5000,5512.0000,4925.0000,4254.5000,4787.5000,4050.0000,4691.0000,7390.0000,7238.5000,7341.0000,7491.5000,6992.0000
4934.5000,4510.0000,5733.0000,5496.5000,4926.5000,4246.0000,4815.5000,4038.5000,4691.0000,7474.5000,7254.0000,7314.5000,7537.0000,7007.0000
4901.0000,4519.5000,5742.0000,5547.5000,4897.0000,4187.5000,4742.0000,3998.5000,4696.0000,7512.5000,7255.0000,7406.0000,7494.5000,6919.5000
4838.5000,4504.5000,5782.0000,5475.0000,4877.5000,4222.5000,4791.5000,4016.0000,4675.5000,7479.0000,7194.5000,7372.0000,7520.0000,6960.5000
4877.0000,4515.0000,5705.0000,5542.5000,4925.5000,4180.5000,4744.0000,3965.5000,4694.5000,7497.0000,7211.0000,7331.0000,7506.0000,6944.5000
4877.5000,4544.5000,5734.0000,5558.5000,4905.0000,4239.5000,4746.0000,4018.0000,4691.5000,7514.0000,7216.5000,7373.5000,7521.5000,7002.5000
4876.0000,4550.0000,5782.0000,5553.0000,4855.0000,4229.5000,4814.5000,4087.5000,4659.0000,7558.0000,7281.5000,7364.5000,7583.5000,6985.5000
4873.5000,4507.0000,5749.0000,5567.5000,4897.0000,4192.0000,4810.5000,4008.0000,4653.0000,7547.5000,7285.5000,7379.5000,7519.5000,7005.0000
